cliente_id,nome,email,telefone,data_nascimento,genero,cidade,estado,renda_anual,profissao,data_cadastro
499,Camila Vargas,bella96@example.net,+55 41 6321-2347,1964-10-22,Masculino,Rio de Janeiro,RJ,311099.27,Juiz,2024-10-30
500,Jade Pastor,mendoncasophie@example.com,+55 61 5867 3425,1980-10-22,Feminino,Salvador,BA,1006281.18,Desenvolvedor de Software,2023-10-18
501,Maria Eduarda das Neves,ramosbernardo@example.net,+55 (071) 3486 4518,1968-10-22,Masculino,Porto Alegre,RS,437724.22,Consultor,2022-06-16
502,Pedro Miguel Gomes,goncalvesthomas@example.com,+55 31 3432 7560,1997-10-22,Feminino,Curitiba,PR,387019.06,Diretor de Empresa,2022-12-05
503,Bruno Vasconcelos,vmelo@example.com,(071) 6124 8156,1968-10-22,Feminino,Vitória,ES,428695.72,Médico,2024-07-11
504,Lunna Marques,teixeiracaua@example.net,+55 (061) 7206-3459,1986-10-22,Outro,Brasília,DF,621509.56,Produtor,2024-02-17
505,Daniel Castro,pietrasilva@example.net,+55 81 9657 7242,1985-10-22,Feminino,Campinas,SP,540286.63,Advogado,2024-09-21
506,Lunna da Paz,enzo-gabrielleao@example.com,+55 (061) 6693-0089,1980-10-22,Feminino,Fortaleza,CE,1084495.34,Desenvolvedor de Software,2023-06-23
507,Heloísa Borges,qcosta@example.net,+55 (041) 0696-9421,1978-10-22,Feminino,Goiânia,GO,790640.54,Gestor de TI,2022-04-12
508,Sr. Dante Albuquerque,dvargas@example.net,11 1333-4476,1988-10-22,Masculino,Curitiba,PR,673248.1,Executivo,2022-09-05
509,Pedro Costela,alexiasiqueira@example.net,+55 (071) 6262-0443,1977-10-22,Masculino,Rio de Janeiro,RJ,1732145.9,Contador,2022-02-16
510,Milena da Cruz,maria-cecilia10@example.com,+55 84 5636 6941,1988-10-22,Feminino,Rio de Janeiro,RJ,1409659.09,Piloto,2022-08-04
511,Bento Aragão,ravy75@example.net,0300-004-8964,1978-10-22,Feminino,Recife,PE,1531099.19,Piloto,2022-04-10
512,Maria Eduarda Cardoso,pachecoluiz-henrique@example.com,+55 (041) 8757-2158,1983-10-23,Masculino,Belo Horizonte,MG,1495325.7,Professor Universitário,2024-09-29
513,Cecília da Luz,diascaio@example.org,11 4564-4948,1970-10-22,Outro,São Paulo,SP,335943.82,Executivo,2024-09-10
514,Dr. Enzo Dias,jteixeira@example.net,(031) 0320-3207,1986-10-22,Feminino,Belo Horizonte,MG,1507425.36,Arquiteto,2023-04-24
515,Enrico Santos,hlopes@example.com,+55 (061) 7587 7712,1984-10-22,Feminino,Curitiba,PR,404544.13,Diretor de Empresa,2023-07-27
516,Luiz Fernando Borges,alicecirino@example.org,31 4993-9089,1979-10-23,Masculino,São Paulo,SP,790704.12,Cirurgião,2024-04-30
517,Oliver Barbosa,melinarocha@example.org,(071) 0416 5915,1991-10-23,Masculino,Brasília,DF,398771.7,Arquiteto,2022-08-03
518,Arthur Barros,qsantos@example.com,(051) 4905-0975,1987-10-23,Outro,Recife,PE,454725.92,Investidor,2022-11-14
519,Dra. Caroline Cunha,ramosalexia@example.com,+55 (081) 1896 1642,1984-10-22,Masculino,Recife,PE,671316.77,Contador,2022-03-13
520,Murilo Borges,costelaluan@example.com,71 4214 7649,1984-10-22,Masculino,Salvador,BA,423673.96,Médico,2024-08-06
521,Luiz Henrique Rios,freitasolivia@example.org,(084) 7674-9961,1991-10-23,Masculino,São Paulo,SP,319398.07,Gestor de TI,2022-07-22
522,Maria Eduarda Pimenta,luarapires@example.com,+55 31 0857 3278,1989-10-22,Feminino,Manaus,AM,1121810.47,Diretor de Empresa,2024-07-25
523,Valentina Barros,maria-helena61@example.com,(031) 2243 8649,1985-10-22,Masculino,Goiânia,GO,462109.92,Professor Universitário,2022-08-05
524,Yuri Barbosa,moraeshenrique@example.net,(011) 6179-4549,1972-10-22,Masculino,Curitiba,PR,572555.69,Engenheiro,2022-08-29
525,Theodoro Almeida,sousamaria-eduarda@example.org,+55 (061) 6016-4597,1993-10-22,Masculino,São Paulo,SP,377666.78,Diretor de Empresa,2022-09-24
526,Milena Pinto,carolina23@example.org,+55 21 9416 8006,1980-10-22,Masculino,Florianópolis,SC,303345.3,Produtor,2024-01-15
527,Anthony Gabriel Cavalcante,smarques@example.com,0500-749-9564,1993-10-22,Masculino,Manaus,AM,656597.87,Contador,2022-06-03
528,Davi Lucas Carvalho,correiahenry-gabriel@example.org,+55 (071) 0372-3683,1976-10-22,Feminino,Salvador,BA,1641426.26,Engenheiro,2024-07-04
529,Kevin Vargas,ecasa-grande@example.com,+55 (031) 1227 7707,1991-10-23,Masculino,Salvador,BA,380883.91,Delegado,2023-08-21
530,Isabelly Costa,heloisa05@example.org,+55 51 6679 9840,1985-10-22,Masculino,Recife,PE,729781.95,Advogado,2022-10-03
531,Maria Liz Mendonça,tda-conceicao@example.org,51 0695 8146,1984-10-22,Feminino,Manaus,AM,1242861.03,Piloto,2022-10-13
532,Bruna Monteiro,manuela60@example.org,(011) 3757 3839,1980-10-22,Masculino,Belo Horizonte,MG,438549.06,Diretor de Empresa,2023-02-05
533,Maitê Pereira,scardoso@example.net,51 6572 9341,1987-10-23,Masculino,Rio de Janeiro,RJ,1167310.84,Juiz,2024-01-22
534,Rafaela Cardoso,murilocastro@example.net,(084) 1674-3380,1991-10-23,Masculino,Recife,PE,461406.98,Juiz,2024-05-12
535,Luiz Henrique da Luz,liam28@example.org,+55 (084) 5619 3183,1994-10-22,Masculino,Vitória,ES,377938.65,Contador,2023-11-30
536,Joana Fernandes,caleb84@example.org,31 9107-7119,1993-10-22,Masculino,São José dos Campos,SP,504987.7,Agente Esportivo,2023-01-12
537,Bella Novais,montenegrogustavo-henrique@example.org,+55 71 3524 7871,1995-10-23,Masculino,Belo Horizonte,MG,299659.66,Engenheiro,2024-03-04
538,Luiz Otávio Farias,joaquimcosta@example.com,84 0375 4821,1983-10-23,Masculino,Curitiba,PR,960784.61,Executivo,2024-03-07
539,Marcelo Silva,ofonseca@example.net,+55 51 2863 2666,1967-10-23,Masculino,Goiânia,GO,1098251.08,Arquiteto,2024-01-11
540,Stella Vieira,bento72@example.org,41 1155-6260,1990-10-22,Masculino,Brasília,DF,1022656.87,Agente Esportivo,2024-07-30
541,Ana Carolina Ribeiro,danilopires@example.net,41 4668-4550,1974-10-22,Feminino,Fortaleza,CE,1084460.89,Delegado,2022-03-26
542,Vinícius Pimenta,isismachado@example.net,+55 (084) 8997-5634,1981-10-22,Masculino,Campinas,SP,298432.12,Delegado,2022-06-26
543,Arthur Miguel Nascimento,heloisa28@example.net,(011) 3188 4852,1983-10-23,Feminino,Manaus,AM,1205625.09,Agente Esportivo,2023-03-11
544,Arthur Vieira,rodrigo46@example.net,+55 61 0548 5101,1998-10-22,Masculino,Brasília,DF,636354.65,Gestor de TI,2023-03-25
545,Letícia Oliveira,marquescamila@example.org,0800 989 3544,1979-10-23,Feminino,Fortaleza,CE,353499.38,Gestor de TI,2024-08-14
546,Cecilia Silva,vmoreira@example.org,+55 51 5893 5712,1990-10-22,Masculino,Florianópolis,SC,1942882.01,Dentista,2023-04-21
547,Sra. Maria Sophia Barros,araujolais@example.org,(071) 3715-8698,1990-10-22,Masculino,Porto Alegre,RS,1102730.37,Juiz,2024-09-07
548,Maria Laura da Luz,bporto@example.com,(084) 6228-2772,1981-10-22,Masculino,Curitiba,PR,1649427.24,Gestor de TI,2024-08-02
549,Dra. Vitória Campos,maria-alicemelo@example.org,+55 (031) 8519-6115,1976-10-22,Feminino,São Paulo,SP,995311.89,Médico,2022-06-20
550,Lavínia Aparecida,isaacfreitas@example.com,31 4470 2296,1988-10-22,Feminino,Manaus,AM,1277928.64,Piloto,2022-12-07
551,Leandro da Paz,luiz-otaviosousa@example.com,+55 (011) 1851 0679,1981-10-22,Masculino,Campinas,SP,970672.6,Advogado,2024-07-27
552,Rael Fernandes,umelo@example.net,+55 81 2877 7251,1973-10-22,Outro,Salvador,BA,316971.85,Gestor de TI,2022-02-27
553,Maria Luísa Gomes,isabelafernandes@example.net,+55 (061) 7412 0948,1976-10-22,Masculino,Fortaleza,CE,338687.69,Delegado,2024-10-08
554,Camila Ramos,correiavitoria@example.net,+55 (071) 9837 8018,1987-10-23,Masculino,Porto Alegre,RS,1064638.33,Produtor,2023-12-12
555,Antony da Mota,samuelsantos@example.net,(031) 1895-6907,1995-10-23,Masculino,Recife,PE,634642.58,Arquiteto,2022-05-02
556,Luigi Lopes,kamillyalves@example.net,(051) 6411 1824,1995-10-23,Masculino,Fortaleza,CE,279519.57,Engenheiro,2024-08-27
557,Fernando da Cunha,cassianoana-liz@example.com,+55 (041) 0952-0046,1976-10-22,Feminino,São José dos Campos,SP,492201.84,Advogado,2023-01-28
558,Liam Casa Grande,qduarte@example.com,+55 71 0339 9378,1966-10-22,Feminino,Campinas,SP,613257.11,Consultor,2022-03-04
559,Maria Isis Camargo,davi57@example.net,81 1706 3048,1985-10-22,Masculino,Belo Horizonte,MG,635442.9,Gestor de TI,2024-10-12
560,Beatriz da Cruz,ana-julianunes@example.com,(041) 1832-5823,1993-10-22,Masculino,Recife,PE,322993.55,Juiz,2022-07-16
561,Mariana Novais,aaparecida@example.com,0900-420-0749,1991-10-23,Feminino,Porto Alegre,RS,317715.96,Contador,2024-02-10
562,Mateus Ferreira,ninada-paz@example.org,+55 (031) 8914-1612,1985-10-22,Masculino,Salvador,BA,1066041.27,Desenvolvedor de Software,2023-06-01
563,Dra. Lara Lopes,mirelladias@example.net,(081) 4743 5537,1992-10-22,Masculino,Campinas,SP,271919.29,Produtor,2023-02-08
564,Luísa Almeida,andrepereira@example.com,+55 (011) 0268 7681,1978-10-22,Feminino,Florianópolis,SC,1033895.65,Agente Esportivo,2024-09-15
565,Ana Vitória Nascimento,rioslivia@example.net,+55 71 5695 6201,1990-10-22,Masculino,Rio de Janeiro,RJ,781336.17,Diretor de Empresa,2023-02-15
566,Maria Eduarda Correia,oalbuquerque@example.net,+55 (031) 4531 9433,1976-10-22,Masculino,Recife,PE,1896543.76,Professor Universitário,2024-06-21
567,Maria Cecília Andrade,marina93@example.org,+55 (081) 6149-8728,1966-10-22,Masculino,Curitiba,PR,615033.36,Produtor,2023-05-30
568,Erick Azevedo,davi-luccacardoso@example.com,0300 384 3089,1973-10-22,Feminino,Porto Alegre,RS,739587.01,Advogado,2024-02-28
569,Rafael Abreu,rramos@example.net,+55 (071) 5664 1877,1994-10-22,Masculino,Vitória,ES,234654.97,Contador,2024-03-17
570,Sr. Henry Gabriel Aragão,laura87@example.com,+55 (011) 6351 9036,1992-10-22,Masculino,Campinas,SP,400410.32,Professor Universitário,2023-04-06
571,Josué Costa,belladas-neves@example.org,+55 41 0760 9543,1978-10-22,Feminino,Goiânia,GO,693009.98,Advogado,2024-04-11
572,Renan da Costa,caue58@example.org,+55 11 9971 7911,1987-10-23,Masculino,Recife,PE,1330777.83,Professor Universitário,2023-04-07
573,Arthur Gabriel Garcia,davi-lucca20@example.com,+55 (081) 4961 1080,1987-10-23,Masculino,Manaus,AM,1161572.81,Arquiteto,2023-02-28
574,Mateus Guerra,pintojuliana@example.org,0300-907-6769,1986-10-22,Masculino,Rio de Janeiro,RJ,1368257.74,Agente Esportivo,2022-01-18
575,Beatriz Fernandes,marquespietra@example.com,0900 311 0919,1969-10-22,Masculino,Recife,PE,307254.3,Contador,2022-08-17
576,Davi Lucas Porto,daniela67@example.net,0900-723-2002,1987-10-23,Feminino,Porto Alegre,RS,939744.96,Piloto,2024-11-24
577,Pedro Henrique Moraes,ana-livia98@example.org,+55 (011) 7495-4508,1974-10-22,Feminino,Belo Horizonte,MG,788415.16,Diretor de Empresa,2023-12-28
578,Clara Araújo,natalianovais@example.org,(011) 5333-1537,1979-10-23,Masculino,Belo Horizonte,MG,328069.45,Investidor,2022-04-11
579,Dra. Nina Peixoto,bruna94@example.com,(071) 2170 7303,1987-10-23,Masculino,Brasília,DF,560188.98,Advogado,2024-03-25
580,Srta. Nina Pinto,rhavimendes@example.net,(071) 6362 0501,1996-10-22,Masculino,Manaus,AM,570354.2,Engenheiro,2023-05-06
581,Sr. Danilo Casa Grande,lunna39@example.com,+55 (061) 0334 2342,1961-10-22,Masculino,Florianópolis,SC,919899.5,Promotor,2022-02-26
582,Sr. Felipe Costa,cavalcantivinicius@example.org,+55 (031) 2615 3473,1999-10-23,Outro,São Paulo,SP,184187.72,Diretor de Empresa,2022-01-18
583,Dr. Enzo Gabriel Moura,esilva@example.org,+55 (011) 2338-6559,1976-10-22,Masculino,Goiânia,GO,507107.56,Professor Universitário,2024-04-07
584,Isabelly Aparecida,stellada-rocha@example.org,(061) 3042 8973,1985-10-22,Masculino,Brasília,DF,1197169.55,Consultor,2024-02-20
585,Srta. Olivia Vieira,cavalcantenicole@example.com,31 5787-2558,1989-10-22,Outro,São José dos Campos,SP,846810.99,Gestor de TI,2024-01-27
586,Sra. Sabrina Melo,isadora90@example.org,+55 21 3736-3466,1978-10-22,Feminino,Salvador,BA,968716.78,Contador,2024-10-03
587,Eduarda Freitas,isis12@example.org,(021) 7853 9078,1969-10-22,Masculino,Fortaleza,CE,691205.51,Produtor,2023-09-02
588,Maitê Lima,bmartins@example.com,31 7546 0273,1982-10-22,Feminino,Florianópolis,SC,418759.51,Gestor de TI,2023-05-28
589,Breno Fogaça,da-rochamelissa@example.net,71 1431-1150,1987-10-23,Masculino,Recife,PE,962343.29,Investidor,2023-09-09
590,Gabriela Farias,bellada-cunha@example.com,+55 84 3928-4044,1986-10-22,Masculino,Florianópolis,SC,1156228.85,Cirurgião,2023-04-08
591,Dr. Nathan Pacheco,meloolivia@example.org,61 3337 3898,1981-10-22,Feminino,Porto Alegre,RS,959886.14,Delegado,2023-11-30
592,Nicole Fernandes,diasmarcos-vinicius@example.com,84 3778 0529,1988-10-22,Masculino,Fortaleza,CE,791232.71,Piloto,2022-07-13
593,Leandro Sousa,monteirodaniela@example.com,+55 21 6668-4590,1979-10-23,Masculino,Recife,PE,353110.63,Juiz,2022-11-10
594,Ana Beatriz Carvalho,biancanunes@example.net,0500-996-6361,1968-10-22,Masculino,Brasília,DF,383718.48,Executivo,2022-08-27
595,Maria Isis Correia,vcaldeira@example.net,(041) 4121-8209,1967-10-23,Masculino,Manaus,AM,859844.78,Dentista,2024-03-23
596,Amanda Cirino,davi-miguelgomes@example.com,+55 (084) 3481-7058,1980-10-22,Feminino,Campinas,SP,1400393.95,Cirurgião,2024-09-16
597,Enzo Gabriel Duarte,kgoncalves@example.org,+55 81 8671 6323,1972-10-22,Masculino,Recife,PE,349153.13,Engenheiro,2022-12-02
598,Pedro Santos,mcastro@example.net,(041) 9387 4302,1969-10-22,Masculino,Manaus,AM,228508.64,Engenheiro,2022-02-09
599,Ana Luiza Guerra,sarafarias@example.net,(084) 7790-1475,1966-10-22,Masculino,Rio de Janeiro,RJ,687837.37,Consultor,2023-05-28
600,Dra. Letícia Gonçalves,kamillyda-cruz@example.org,0900-676-2916,1990-10-22,Feminino,Fortaleza,CE,1397311.39,Juiz,2023-06-22
601,Srta. Isabella Castro,stephany41@example.net,+55 11 7681-5118,1995-10-23,Masculino,Manaus,AM,329733.46,Desenvolvedor de Software,2024-03-05
602,Dr. Rael Cavalcante,oliver80@example.com,+55 (041) 1765 6360,1985-10-22,Feminino,Vitória,ES,1073630.61,Investidor,2024-06-27
603,José Camargo,beatrizrios@example.net,(061) 7711-8372,1994-10-22,Feminino,Vitória,ES,615690.58,Contador,2022-06-22
604,Lara Castro,arthur-miguelpereira@example.org,+55 (051) 4186-2104,1971-10-23,Masculino,Salvador,BA,1045924.82,Médico,2024-11-07
605,Pedro Lucas Fogaça,pedrosilva@example.org,61 3708-1647,1980-10-22,Masculino,Recife,PE,922125.76,Contador,2022-10-12
606,André Aragão,mvargas@example.org,31 3310 6005,1978-10-22,Feminino,Salvador,BA,585017.5,Advogado,2023-09-06
607,Benício Câmara,rioslucas-gabriel@example.net,+55 (041) 0681-5583,1989-10-22,Outro,Belo Horizonte,MG,1220603.63,Empresário,2022-11-25
608,Giovanna Nogueira,hlima@example.org,+55 11 1552-0650,1990-10-22,Masculino,Vitória,ES,419605.58,Engenheiro,2023-03-20
609,Hadassa Marques,davi-luccaribeiro@example.com,0900-501-3649,1982-10-22,Masculino,Florianópolis,SC,1774123.66,Arquiteto,2023-02-14
610,Bella Silva,theodorobrito@example.net,(061) 6252 5715,1981-10-22,Masculino,São Paulo,SP,1127677.15,Piloto,2024-03-25
611,Pietro Garcia,milenapastor@example.net,+55 (021) 3091 4363,1981-10-22,Masculino,São José dos Campos,SP,681649.94,Arquiteto,2022-05-09
612,Anna Liz Araújo,evelynmonteiro@example.com,+55 (081) 2630-3975,1979-10-23,Masculino,Fortaleza,CE,946349.62,Produtor,2022-05-16
613,João Lucas Dias,moreirakamilly@example.net,(011) 0355 3380,1981-10-22,Masculino,Vitória,ES,1237415.11,Advogado,2024-12-21
614,Isadora Rodrigues,giovannamoreira@example.com,+55 (061) 7017-1302,1993-10-22,Masculino,Curitiba,PR,289429.49,Executivo,2024-11-23
615,Davi Lucas Borges,isisvieira@example.org,+55 41 8167-4233,1972-10-22,Feminino,Recife,PE,784886.53,Produtor,2024-02-29
616,Emanuelly Pereira,ana-juliada-paz@example.net,(041) 3471-5662,1990-10-22,Feminino,Salvador,BA,1197896.16,Engenheiro,2022-01-16
617,Maysa Lima,jteixeira@example.com,+55 (031) 6614 9828,1990-10-22,Feminino,Belo Horizonte,MG,525321.91,Piloto,2023-05-21
618,Srta. Jade Garcia,ddas-neves@example.com,41 8971 5273,1996-10-22,Masculino,São Paulo,SP,341615.75,Investidor,2024-04-26
619,Gabriel Abreu,montenegroevelyn@example.com,71 6656 7491,1980-10-22,Masculino,Campinas,SP,830098.57,Produtor,2022-08-25
620,Ana Carolina Campos,knunes@example.org,(021) 4587-5066,1989-10-22,Masculino,Rio de Janeiro,RJ,1442277.19,Engenheiro,2022-06-09
621,Srta. Isabelly Mendes,fonsecabenjamin@example.net,+55 (011) 4972-4399,1985-10-22,Feminino,Goiânia,GO,1163824.44,Promotor,2022-03-14
622,Elisa Albuquerque,vargasfrancisco@example.net,51 6918 3626,1996-10-22,Masculino,Campinas,SP,478950.27,Juiz,2024-11-28
623,Kevin Montenegro,tpastor@example.net,81 1195 2436,1976-10-22,Masculino,São José dos Campos,SP,595831.15,Arquiteto,2023-08-24
624,Sra. Alana Cavalcante,gabreu@example.org,84 8646 2252,1984-10-22,Feminino,Salvador,BA,498062.85,Empresário,2023-05-15
625,Srta. Fernanda Mendonça,milenacamargo@example.com,0300 323 0234,1990-10-22,Feminino,Belo Horizonte,MG,925939.13,Delegado,2023-01-09
626,Maysa Pires,portolucas-gabriel@example.org,(021) 1614 1509,1981-10-22,Masculino,Brasília,DF,1060360.22,Advogado,2022-08-31
627,Rhavi Mendonça,albuquerquedavi@example.com,+55 (011) 9013 8069,1981-10-22,Masculino,Porto Alegre,RS,1174168.9,Advogado,2022-01-24
628,Juliana Mendonça,vsa@example.net,(011) 5555-3566,1977-10-22,Feminino,Recife,PE,756204.07,Juiz,2022-01-19
629,Ana Laura Fogaça,guilherme07@example.net,71 2091 8435,1972-10-22,Masculino,Recife,PE,378589.03,Empresário,2022-02-26
630,Olívia Moraes,mribeiro@example.org,(061) 0505 7397,1971-10-23,Feminino,Manaus,AM,708677.24,Cirurgião,2022-10-24
631,Anna Liz Ferreira,qmelo@example.net,+55 41 6493 2898,1998-10-22,Masculino,Campinas,SP,172508.83,Professor Universitário,2024-10-03
632,Davi Lucas Monteiro,da-rosaagatha@example.com,+55 (041) 7178-3332,1988-10-22,Masculino,Curitiba,PR,941567.82,Empresário,2022-11-28
633,Aurora Caldeira,bsilva@example.org,(061) 6434 7128,1989-10-22,Masculino,Florianópolis,SC,835939.42,Advogado,2022-12-31
634,Rebeca Borges,pietro99@example.org,(081) 6686 3341,1972-10-22,Masculino,Belo Horizonte,MG,1216577.59,Agente Esportivo,2023-01-25
635,Caio Camargo,fernandesmarcos-vinicius@example.net,+55 61 9525 6904,1985-10-22,Feminino,Florianópolis,SC,869481.1,Delegado,2024-06-02
636,Vitor Gabriel Correia,ulima@example.com,+55 81 8993 1608,1981-10-22,Masculino,Brasília,DF,1486429.03,Médico,2023-02-20
637,Luara Casa Grande,pedro-lucas77@example.org,0300-420-9548,1991-10-23,Outro,Recife,PE,162588.38,Diretor de Empresa,2023-01-10
638,Srta. Kamilly Santos,npires@example.com,(021) 6052 3302,1987-10-23,Masculino,Manaus,AM,1127821.11,Gestor de TI,2024-01-08
639,Maria Júlia da Rosa,augustonovaes@example.com,(081) 6756 6184,1988-10-22,Masculino,Campinas,SP,1279263.57,Consultor,2022-04-26
640,Gael Sampaio,ibrito@example.com,0800 047 2927,1984-10-22,Feminino,Rio de Janeiro,RJ,1689555.53,Gestor de TI,2024-03-30
641,Sra. Lavínia Casa Grande,pedro-henriquesouza@example.org,+55 (021) 5912 6620,1981-10-22,Masculino,Curitiba,PR,657310.09,Executivo,2024-10-17
642,Luiz Henrique Melo,cauacampos@example.net,(081) 9626 3013,1992-10-22,Masculino,Florianópolis,SC,235433.64,Executivo,2024-10-03
643,Rebeca da Rosa,fernandavasconcelos@example.net,+55 31 7647 5011,1977-10-22,Feminino,Porto Alegre,RS,614832.07,Piloto,2024-10-07
644,Davi Mendonça,augustopastor@example.net,0500 741 9267,1990-10-22,Masculino,Salvador,BA,1152051.06,Promotor,2022-02-10
645,Maya da Rosa,gael-henriqueduarte@example.org,61 2606-8887,1996-10-22,Masculino,Curitiba,PR,203236.89,Médico,2022-05-07
646,Valentim Pacheco,saoliver@example.net,+55 71 2920 8751,1992-10-22,Masculino,Curitiba,PR,304948.48,Contador,2023-12-06
647,Davi Lucas Oliveira,lorenzoborges@example.net,+55 61 0118-4582,1989-10-22,Masculino,Manaus,AM,881989.49,Agente Esportivo,2024-09-25
648,Agatha da Cruz,caleb84@example.net,61 7297-5859,1988-10-22,Feminino,Curitiba,PR,1036171.79,Engenheiro,2023-02-21
649,Sophia Costela,ribeirocaio@example.org,+55 (051) 3243 2983,1978-10-22,Feminino,Salvador,BA,822765.12,Professor Universitário,2022-12-09
650,Maria Alice da Mota,laviniabarbosa@example.net,+55 61 4626-7146,1989-10-22,Masculino,Vitória,ES,952504.17,Professor Universitário,2022-07-15
651,Srta. Zoe Costela,piresvitor-gabriel@example.net,+55 (071) 5989-2625,1987-10-23,Feminino,Brasília,DF,783787.6,Cirurgião,2023-02-06
652,Maria Helena Alves,eduardoda-mata@example.org,61 1861-5155,1970-10-22,Feminino,Porto Alegre,RS,1081721.08,Juiz,2022-03-19
653,Diogo Câmara,antonio16@example.org,41 1128 4971,1987-10-23,Masculino,Florianópolis,SC,1112947.14,Advogado,2023-07-04
654,Marcela Sampaio,vitor-hugo91@example.org,+55 (041) 5625-8896,1994-10-22,Feminino,Rio de Janeiro,RJ,222383.03,Desenvolvedor de Software,2022-08-15
655,Carolina da Luz,rodriguesolivia@example.net,+55 (021) 2269-4053,1983-10-23,Feminino,Recife,PE,1608332.84,Piloto,2023-12-28
656,Mariah Santos,ccirino@example.com,(061) 8446-8341,1971-10-23,Outro,Rio de Janeiro,RJ,166121.64,Advogado,2023-03-15
657,Nicolas Vargas,fernando11@example.net,+55 41 1290-1487,1989-10-22,Masculino,Campinas,SP,633589.08,Piloto,2023-03-01
658,Otávio Rocha,maria-luizamonteiro@example.net,61 1609-3068,1965-10-22,Masculino,Fortaleza,CE,363832.04,Produtor,2023-04-14
659,Sra. Isabelly Sousa,pereiramanuela@example.org,51 3215 2850,1979-10-23,Masculino,Brasília,DF,1213794.68,Gestor de TI,2022-08-12
660,Sabrina Garcia,evelyncamargo@example.com,+55 51 8144 7443,1975-10-23,Masculino,Fortaleza,CE,380428.79,Médico,2023-01-12
661,Matteo Cunha,olivia07@example.net,(084) 0509-7545,1993-10-22,Masculino,Goiânia,GO,185798.85,Desenvolvedor de Software,2023-01-09
662,André Ferreira,isadorafogaca@example.org,+55 41 6731 8826,1981-10-22,Feminino,Campinas,SP,1881879.54,Médico,2023-06-18
663,Ryan Abreu,theodorocamara@example.com,61 5456 2841,1972-10-22,Masculino,Campinas,SP,748099.53,Agente Esportivo,2024-07-31
664,Maysa Castro,danielasouza@example.com,+55 (011) 5313 4026,1988-10-22,Feminino,Porto Alegre,RS,1696177.47,Juiz,2022-09-22
665,Luísa Andrade,miguelmendes@example.net,+55 81 1678-7256,1996-10-22,Masculino,São Paulo,SP,412413.7,Arquiteto,2024-02-08
666,Maria Julia Cardoso,caldeiraasafe@example.org,+55 (021) 5803-0569,1982-10-22,Masculino,São Paulo,SP,449448.01,Arquiteto,2022-07-18
667,Srta. Maya Mendes,alexia71@example.com,+55 51 9282 3414,1969-10-22,Feminino,Belo Horizonte,MG,693959.04,Agente Esportivo,2024-08-16
668,Srta. Mariane Costa,ysantos@example.org,21 9239-2312,1992-10-22,Feminino,Porto Alegre,RS,327369.88,Professor Universitário,2022-12-12
669,Ana Carolina da Mota,joao-vitorlima@example.org,0800-310-6684,1996-10-22,Masculino,Goiânia,GO,266368.83,Arquiteto,2024-10-26
670,Dra. Isabel Câmara,leticia70@example.net,(011) 0414-5456,1980-10-22,Feminino,Porto Alegre,RS,340872.5,Contador,2022-06-24
671,Liam Aragão,brunoabreu@example.org,(061) 3474 9162,1995-10-23,Masculino,Florianópolis,SC,206664.01,Advogado,2022-07-06
672,Samuel Fonseca,ana-julia11@example.net,+55 (021) 8255 5989,1997-10-22,Masculino,Recife,PE,246396.18,Contador,2024-03-25
673,Sr. João Guilherme Costela,gborges@example.org,0500-109-3371,1970-10-22,Masculino,Porto Alegre,RS,301492.13,Agente Esportivo,2022-10-08
674,Yago Pinto,ana-julia73@example.net,+55 (021) 0236-8485,1979-10-23,Masculino,Belo Horizonte,MG,797374.84,Engenheiro,2023-06-10
675,Dr. Dante Lopes,mendeslarissa@example.net,21 0294-2409,1970-10-22,Masculino,São José dos Campos,SP,788755.05,Consultor,2024-11-08
676,Gabriel Sousa,rmonteiro@example.net,31 1278-6866,1982-10-22,Masculino,Recife,PE,994164.0,Professor Universitário,2022-03-15
677,Júlia Costela,andrecastro@example.net,+55 11 9087-8844,1968-10-22,Feminino,Curitiba,PR,337148.17,Dentista,2024-05-04
678,Juan Santos,isaac23@example.org,61 3402-4240,1981-10-22,Masculino,Belo Horizonte,MG,1115293.51,Produtor,2022-07-02
679,Isadora Costela,abreucecilia@example.net,0500-551-8426,1986-10-22,Feminino,São José dos Campos,SP,778629.86,Cirurgião,2023-05-27
680,Laís Duarte,piresantonio@example.com,+55 21 4240-8916,1974-10-22,Masculino,Rio de Janeiro,RJ,555025.17,Arquiteto,2023-11-18
681,Jade Pires,luisacamara@example.com,+55 81 3962-7365,1986-10-22,Masculino,Fortaleza,CE,1402125.22,Consultor,2024-08-02
682,Rhavi Borges,dcirino@example.org,+55 (051) 3972-4042,1997-10-22,Masculino,Rio de Janeiro,RJ,129675.08,Diretor de Empresa,2022-07-04
683,Matteo Rodrigues,davi-miguelcasa-grande@example.org,(011) 3761-8209,1978-10-22,Feminino,São José dos Campos,SP,1157623.14,Advogado,2023-01-20
684,Marcos Vinicius Gomes,camargoapollo@example.net,+55 (061) 2314 2900,1984-10-22,Masculino,Vitória,ES,1415689.46,Piloto,2023-05-17
685,Vitor Hugo Sousa,enzo-gabriel32@example.com,0300 724 5723,1984-10-22,Masculino,São José dos Campos,SP,403309.93,Agente Esportivo,2024-02-13
686,Yago Sales,yasmin10@example.org,+55 51 8418 6203,1993-10-22,Feminino,Florianópolis,SC,420924.98,Contador,2024-01-10
