venda_id,cliente_id,veiculo_id,vendedor_id,data_venda,valor_venda,desconto_percentual,forma_pagamento,numero_parcelas,valor_entrada,status_venda,cliente_nome,idade_cliente,genero,cidade,estado,renda_anual,profissao,marca,modelo,ano_fabricacao,potencia_cv,cilindradas,categoria,preco_base,vendedor_nome,comissao_percentual,ano,mes,ano_mes,trimestre
272,1782,35,7,2024-12-10,734139.86,7.01,À vista,1,734139.86,Concluída,Mariah Cirino,52,Feminino,São José dos Campos,SP,338964.59,Empresário,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Cecilia Borges,3.35,2024,12,2024-12,2024Q4
273,881,5,2,2024-12-14,1539131.4,2.18,Financiamento,36,323130.88,Concluída,Ravi Marques,44,Masculino,Fortaleza,CE,1174585.51,Investidor,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Maya Mendonça,3.07,2024,12,2024-12,2024Q4
274,127,16,9,2023-02-19,1037637.55,13.1,Financiamento,12,263418.44,Concluída,Ana Sophia Sales,43,Feminino,São José dos Campos,SP,1050732.86,Promotor,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Miguel Abreu,4.23,2023,2,2023-02,2023Q1
275,1042,26,9,2024-10-28,583110.33,4.13,Leasing,24,58311.03,Concluída,Rhavi Azevedo,41,Masculino,Porto Alegre,RS,1639625.42,Advogado,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Miguel Abreu,4.23,2024,10,2024-10,2024Q4
276,1234,34,4,2024-04-02,597956.26,6.94,À vista,1,597956.26,Concluída,Marcos Vinicius Cardoso,51,Masculino,Brasília,DF,1150103.16,Engenheiro,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Ana Luiza Caldeira,4.81,2024,4,2024-04,2024Q2
278,40,38,13,2023-11-23,883951.16,1.28,Financiamento,60,300891.42,Concluída,Mariane Carvalho,47,Masculino,Porto Alegre,RS,1708460.59,Investidor,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Paulo da Mota,4.99,2023,11,2023-11,2023Q4
279,1694,1,13,2024-03-04,991934.39,0.49,À vista,1,991934.39,Concluída,Diego Leão,42,Masculino,Goiânia,GO,2187823.65,Delegado,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Paulo da Mota,4.99,2024,3,2024-03,2024Q1
280,1485,25,8,2024-11-28,658456.83,7.9,Financiamento,12,152834.93,Concluída,João Porto,42,Masculino,São José dos Campos,SP,1755461.13,Agente Esportivo,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Henrique Pereira,3.61,2024,11,2024-11,2024Q4
281,107,32,10,2023-10-14,841527.74,2.27,Financiamento,60,270700.55,Concluída,Rael Ferreira,42,Masculino,Salvador,BA,652896.58,Engenheiro,Mercedes-AMG,GT,2024,530,4.0,Esportivo,861074.12,Manuela Barros,4.09,2023,10,2023-10,2023Q4
282,533,36,7,2024-11-21,1202120.18,11.88,Financiamento,36,425631.36,Concluída,Maitê Pereira,38,Masculino,Rio de Janeiro,RJ,1167310.84,Juiz,Audi,R8 V10,2024,570,5.2,Superesportivo,1364185.41,Cecilia Borges,3.35,2024,11,2024-11,2024Q4
283,925,23,15,2024-09-13,544818.35,5.71,Leasing,36,54481.84,Concluída,Sr. José Miguel Fernandes,40,Masculino,Goiânia,GO,593699.73,Investidor,Chevrolet,Camaro ZL1,2024,650,6.2,Muscle Car,577811.38,Marcela Garcia,4.5,2024,9,2024-09,2024Q3
284,464,14,5,2024-08-18,644557.98,7.81,Financiamento,24,161181.84,Concluída,Diego Costela,51,Masculino,São Paulo,SP,594501.94,Cirurgião,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Daniela Montenegro,4.54,2024,8,2024-08,2024Q3
285,1620,38,15,2023-05-16,892009.87,0.38,Financiamento,24,224369.37,Concluída,Letícia Aparecida,47,Feminino,Fortaleza,CE,724423.46,Consultor,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Marcela Garcia,4.5,2023,5,2023-05,2023Q2
286,282,36,3,2023-03-18,1272784.99,6.7,Financiamento,48,350951.8,Concluída,Heloisa Souza,42,Masculino,Belo Horizonte,MG,1335122.24,Contador,Audi,R8 V10,2024,570,5.2,Superesportivo,1364185.41,Lucas Gabriel Souza,4.89,2023,3,2023-03,2023Q1
287,82,3,8,2024-06-27,949205.92,3.93,Financiamento,48,216851.58,Concluída,Rael Montenegro,59,Masculino,Campinas,SP,658872.04,Desenvolvedor de Software,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Henrique Pereira,3.61,2024,6,2024-06,2024Q2
289,847,25,1,2023-12-01,707930.46,0.98,Financiamento,12,160860.83,Concluída,Dra. Maria Luísa Cavalcanti,34,Masculino,Belo Horizonte,MG,167587.6,Delegado,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Allana Ferreira,3.95,2023,12,2023-12,2023Q4
290,1292,20,2,2023-11-05,1606790.03,13.42,Financiamento,48,467811.15,Concluída,Mariana Pastor,47,Masculino,São Paulo,SP,1911344.67,Juiz,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Maya Mendonça,3.07,2023,11,2023-11,2023Q4
291,1903,11,4,2024-07-05,375150.23,7.14,À vista,1,375150.23,Concluída,Yasmin Pereira,36,Masculino,Brasília,DF,700688.47,Empresário,Porsche,718 Cayman,2024,300,2.0,Esportivo,403995.51,Ana Luiza Caldeira,4.81,2024,7,2024-07,2024Q3
292,698,29,15,2023-12-05,632028.1,11.54,À vista,1,632028.1,Concluída,Maria Flor Cardoso,49,Masculino,Porto Alegre,RS,448397.71,Arquiteto,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Marcela Garcia,4.5,2023,12,2023-12,2023Q4
293,899,25,7,2024-10-28,690271.52,3.45,Financiamento,48,252570.8,Concluída,Maria Vitória Vasconcelos,37,Feminino,Salvador,BA,1988950.95,Promotor,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Cecilia Borges,3.35,2024,10,2024-10,2024Q4
294,946,4,1,2024-12-20,794150.81,6.63,Financiamento,24,221630.41,Concluída,Sr. Davi Luiz Duarte,50,Masculino,Manaus,AM,665951.93,Contador,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Allana Ferreira,3.95,2024,12,2024-12,2024Q4
295,1491,10,13,2024-07-17,936624.06,1.86,Financiamento,48,239870.27,Concluída,Carolina Gonçalves,39,Feminino,Fortaleza,CE,1543614.38,Professor Universitário,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Paulo da Mota,4.99,2024,7,2024-07,2024Q3
298,1149,12,5,2024-11-20,367864.0,5.08,À vista,1,367864.0,Concluída,Otto Sá,29,Feminino,Rio de Janeiro,RJ,428747.13,Engenheiro,Porsche,718 Boxster,2022,300,2.0,Conversível,387551.62,Daniela Montenegro,4.54,2024,11,2024-11,2024Q4
300,1412,26,13,2024-06-28,574108.52,5.61,À vista,1,574108.52,Concluída,Vitor Gabriel Macedo,51,Masculino,São Paulo,SP,446643.32,Professor Universitário,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Paulo da Mota,4.99,2024,6,2024-06,2024Q2
301,568,26,2,2023-05-23,564985.07,7.11,Consórcio,84,0.0,Concluída,Erick Azevedo,52,Feminino,Porto Alegre,RS,739587.01,Advogado,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Maya Mendonça,3.07,2023,5,2023-05,2023Q2
302,1371,38,14,2024-01-14,844373.93,5.7,À vista,1,844373.93,Concluída,Enzo Gabriel Cassiano,42,Feminino,Salvador,BA,933037.05,Promotor,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Valentim Vasconcelos,3.05,2024,1,2024-01,2024Q1
303,1019,34,4,2024-06-02,594357.98,7.5,À vista,1,594357.98,Concluída,Theo Silveira,35,Feminino,Belo Horizonte,MG,1138905.21,Dentista,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Ana Luiza Caldeira,4.81,2024,6,2024-06,2024Q2
304,1399,38,10,2023-06-19,891114.46,0.48,Leasing,36,89111.45,Concluída,Danilo Costela,50,Feminino,Curitiba,PR,1074719.12,Juiz,Audi,RS7,2024,600,4.0,Gran Turismo,895412.44,Manuela Barros,4.09,2023,6,2023-06,2023Q2
305,1045,29,2,2024-11-04,658678.16,7.81,Financiamento,60,231144.18,Concluída,Bernardo Mendes,34,Masculino,Campinas,SP,489182.05,Consultor,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Maya Mendonça,3.07,2024,11,2024-11,2024Q4
306,1725,1,11,2024-10-23,936810.31,6.02,À vista,1,936810.31,Concluída,Theo Montenegro,41,Masculino,Porto Alegre,RS,1148556.08,Investidor,Ferrari,488 GTB,2025,670,3.9,Superesportivo,996818.8,Rafaela Freitas,4.67,2024,10,2024-10,2024Q4
307,761,18,13,2023-07-05,840976.53,7.59,Financiamento,60,324615.96,Concluída,Guilherme da Cunha,36,Feminino,Goiânia,GO,1733863.7,Diretor de Empresa,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Paulo da Mota,4.99,2023,7,2023-07,2023Q3
308,1863,27,5,2024-05-15,496907.81,5.8,Financiamento,60,198729.33,Concluída,Dr. Rhavi Martins,40,Masculino,Goiânia,GO,545655.72,Engenheiro,Dodge,Charger SRT Hellcat,2022,707,6.2,Muscle Car,527502.98,Daniela Montenegro,4.54,2024,5,2024-05,2024Q2
309,693,11,14,2023-12-17,374544.24,7.29,Financiamento,60,96999.85,Concluída,Luiz Miguel Novais,51,Feminino,Curitiba,PR,698642.59,Professor Universitário,Porsche,718 Cayman,2024,300,2.0,Esportivo,403995.51,Valentim Vasconcelos,3.05,2023,12,2023-12,2023Q4
310,502,25,9,2023-06-08,674471.41,5.66,Leasing,36,67447.14,Concluída,Pedro Miguel Gomes,28,Feminino,Curitiba,PR,387019.06,Diretor de Empresa,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Miguel Abreu,4.23,2023,6,2023-06,2023Q2
311,199,2,2,2023-06-22,1101161.74,6.61,Financiamento,60,363016.98,Concluída,Dra. Isabel Lima,47,Masculino,Fortaleza,CE,512668.78,Dentista,Ferrari,F8 Tributo,2022,720,3.9,Superesportivo,1179100.27,Maya Mendonça,3.07,2023,6,2023-06,2023Q2
312,712,19,2,2024-12-20,1050789.16,6.87,Financiamento,12,382569.92,Concluída,Antônio Teixeira,44,Masculino,Manaus,AM,852678.74,Empresário,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Maya Mendonça,3.07,2024,12,2024-12,2024Q4
313,1843,6,15,2024-10-18,1028487.74,3.89,Financiamento,12,345133.65,Concluída,Olívia Caldeira,52,Masculino,São José dos Campos,SP,550215.3,Executivo,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Marcela Garcia,4.5,2024,10,2024-10,2024Q4
314,616,13,15,2024-04-15,676276.08,2.11,Financiamento,60,192183.94,Concluída,Emanuelly Pereira,35,Feminino,Salvador,BA,1197896.16,Engenheiro,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Marcela Garcia,4.5,2024,4,2024-04,2024Q2
315,1404,11,13,2024-07-19,374827.03,7.22,Leasing,48,37482.7,Concluída,Julia Correia,41,Masculino,Vitória,ES,525679.39,Contador,Porsche,718 Cayman,2024,300,2.0,Esportivo,403995.51,Paulo da Mota,4.99,2024,7,2024-07,2024Q3
317,1796,9,13,2024-11-10,565156.98,5.45,Consórcio,60,0.0,Concluída,Emilly Duarte,49,Feminino,Fortaleza,CE,658953.52,Consultor,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Paulo da Mota,4.99,2024,11,2024-11,2024Q4
318,902,14,9,2023-06-23,647634.3,7.37,Consórcio,84,0.0,Concluída,Breno da Cruz,56,Feminino,Campinas,SP,483942.59,Advogado,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Miguel Abreu,4.23,2023,6,2023-06,2023Q2
320,1751,30,7,2024-03-02,888878.96,4.82,Leasing,48,88887.9,Concluída,Maria Flor Camargo,39,Feminino,São Paulo,SP,513365.21,Delegado,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Cecilia Borges,3.35,2024,3,2024-03,2024Q1
321,251,13,13,2024-11-19,638486.42,7.58,À vista,1,638486.42,Concluída,Marcela Marques,31,Feminino,Campinas,SP,460024.49,Gestor de TI,Porsche,Panamera,2024,330,3.0,Gran Turismo,690853.08,Paulo da Mota,4.99,2024,11,2024-11,2024Q4
322,1950,20,15,2023-02-19,1770475.5,4.6,Consórcio,60,0.0,Concluída,Ana Julia Cunha,40,Masculino,Brasília,DF,1065103.13,Médico,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Marcela Garcia,4.5,2023,2,2023-02,2023Q1
323,315,19,11,2024-05-26,1080350.72,4.25,Consórcio,84,0.0,Concluída,Ana Júlia Castro,40,Feminino,Fortaleza,CE,1660653.61,Engenheiro,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Rafaela Freitas,4.67,2024,5,2024-05,2024Q2
324,503,21,14,2023-11-10,465696.1,4.15,Leasing,36,46569.61,Concluída,Bruno Vasconcelos,57,Feminino,Vitória,ES,428695.72,Médico,Chevrolet,Corvette C8,2023,495,6.2,Esportivo,485859.26,Valentim Vasconcelos,3.05,2023,11,2023-11,2023Q4
325,1264,35,8,2023-10-05,760666.48,3.65,Financiamento,60,298554.15,Concluída,Hellena da Mata,37,Feminino,São Paulo,SP,811446.54,Produtor,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Henrique Pereira,3.61,2023,10,2023-10,2023Q4
326,1227,10,15,2023-05-28,920017.92,3.6,Financiamento,36,315651.33,Concluída,Anna Liz Oliveira,56,Masculino,Rio de Janeiro,RJ,716406.85,Delegado,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Marcela Garcia,4.5,2023,5,2023-05,2023Q2
327,57,34,2,2024-10-05,596992.43,7.09,Financiamento,60,224579.39,Concluída,Ágatha Monteiro,47,Masculino,Vitória,ES,635970.17,Empresário,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Maya Mendonça,3.07,2024,10,2024-10,2024Q4
328,1707,5,14,2024-05-09,1384777.7,11.99,Leasing,36,138477.77,Concluída,Dra. Maria Cecília Silveira,36,Outro,São José dos Campos,SP,1404765.5,Advogado,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Valentim Vasconcelos,3.05,2024,5,2024-05,2024Q2
329,1674,4,7,2023-12-24,828087.43,2.64,Consórcio,60,0.0,Concluída,Rhavi Melo,55,Masculino,São Paulo,SP,956633.41,Promotor,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Cecilia Borges,3.35,2023,12,2023-12,2023Q4
330,2000,6,2,2023-12-19,1023137.16,4.39,Consórcio,84,0.0,Concluída,Lucas Gabriel Câmara,60,Masculino,Recife,PE,570262.11,Contador,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Maya Mendonça,3.07,2023,12,2023-12,2023Q4
332,1485,8,1,2024-11-26,1267825.22,12.25,Financiamento,24,329403.49,Concluída,João Porto,42,Masculino,São José dos Campos,SP,1755461.13,Agente Esportivo,Lamborghini,Urus,2024,650,4.0,SUV Esportivo,1444815.07,Allana Ferreira,3.95,2024,11,2024-11,2024Q4
333,1046,26,15,2024-12-26,564194.37,7.24,Financiamento,24,166828.23,Concluída,Ana Correia,50,Feminino,Recife,PE,460804.43,Consultor,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Marcela Garcia,4.5,2024,12,2024-12,2024Q4
334,971,5,12,2024-12-06,1485634.7,5.58,Consórcio,84,0.0,Concluída,Yasmin Almeida,35,Feminino,Florianópolis,SC,995318.74,Diretor de Empresa,Ferrari,812 Superfast,2022,800,6.5,Gran Turismo,1573432.22,Sra. Letícia Brito,4.15,2024,12,2024-12,2024Q4
335,1066,25,2,2023-12-11,699994.66,2.09,À vista,1,699994.66,Concluída,Caleb Pinto,46,Masculino,Rio de Janeiro,RJ,1061181.59,Consultor,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Maya Mendonça,3.07,2023,12,2023-12,2023Q4
336,123,15,15,2023-11-05,1283917.9,9.69,Financiamento,60,341935.31,Concluída,Ana Sophia Machado,44,Feminino,Goiânia,GO,1013230.97,Agente Esportivo,McLaren,720S,2023,720,4.0,Superesportivo,1421678.55,Marcela Garcia,4.5,2023,11,2023-11,2023Q4
337,1178,25,14,2023-06-27,662388.98,7.35,Financiamento,48,254307.2,Concluída,Juan Pires,39,Feminino,São Paulo,SP,917276.13,Investidor,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Valentim Vasconcelos,3.05,2023,6,2023-06,2023Q2
338,45,16,13,2024-08-25,1119908.24,6.21,À vista,1,1119908.24,Concluída,Srta. Maya Cavalcanti,41,Masculino,Salvador,BA,1006903.95,Professor Universitário,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Paulo da Mota,4.99,2024,8,2024-08,2024Q3
339,306,31,9,2024-01-08,861941.67,5.07,Financiamento,48,277611.96,Concluída,Joaquim Aparecida,54,Masculino,Curitiba,PR,709525.97,Médico,BMW,M8 Competition,2022,625,4.4,Gran Turismo,907976.06,Miguel Abreu,4.23,2024,1,2024-01,2024Q1
340,1399,10,1,2023-03-07,937578.43,1.76,Consórcio,84,0.0,Concluída,Danilo Costela,50,Feminino,Curitiba,PR,1074719.12,Juiz,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Allana Ferreira,3.95,2023,3,2023-03,2023Q1
341,999,9,15,2024-05-02,562407.4,5.91,Financiamento,36,185149.46,Concluída,Lucca Costa,50,Masculino,Curitiba,PR,642302.23,Investidor,Porsche,911 Carrera,2023,385,3.0,Esportivo,597733.45,Marcela Garcia,4.5,2024,5,2024-05,2024Q2
342,1906,26,12,2023-02-02,604276.74,0.65,Financiamento,24,177630.17,Concluída,Bianca Carvalho,30,Prefiro não informar,Brasília,DF,278476.25,Professor Universitário,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Sra. Letícia Brito,4.15,2023,2,2023-02,2023Q1
343,48,26,2,2024-12-13,559085.24,8.08,Leasing,36,55908.52,Concluída,Isabelly das Neves,46,Masculino,Florianópolis,SC,1201412.29,Agente Esportivo,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Maya Mendonça,3.07,2024,12,2024-12,2024Q4
344,747,31,9,2024-11-16,880010.4,3.08,Financiamento,60,279239.18,Concluída,Lívia Aragão,34,Feminino,Porto Alegre,RS,547301.69,Promotor,BMW,M8 Competition,2022,625,4.4,Gran Turismo,907976.06,Miguel Abreu,4.23,2024,11,2024-11,2024Q4
345,232,20,8,2023-12-13,1761381.86,5.09,Financiamento,48,576973.81,Concluída,João Costela,39,Feminino,Florianópolis,SC,834600.2,Agente Esportivo,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Henrique Pereira,3.61,2023,12,2023-12,2023Q4
346,899,25,2,2024-07-09,700709.6,1.99,Leasing,24,70070.96,Concluída,Maria Vitória Vasconcelos,37,Feminino,Salvador,BA,1988950.95,Promotor,Ford,Mustang Shelby GT500,2023,760,5.2,Muscle Car,714936.84,Maya Mendonça,3.07,2024,7,2024-07,2024Q3
347,133,34,8,2024-10-01,619353.14,3.61,Leasing,36,61935.31,Concluída,Dr. Diego Costa,43,Feminino,Campinas,SP,1344155.26,Desenvolvedor de Software,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Henrique Pereira,3.61,2024,10,2024-10,2024Q4
348,664,19,7,2024-10-13,1028223.09,8.87,Consórcio,84,0.0,Concluída,Maysa Castro,37,Feminino,Porto Alegre,RS,1696177.47,Juiz,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Cecilia Borges,3.35,2024,10,2024-10,2024Q4
349,1465,18,5,2024-04-17,867458.96,4.68,Leasing,48,86745.9,Concluída,Hadassa Duarte,44,Masculino,Goiânia,GO,1735586.91,Desenvolvedor de Software,Aston Martin,Vantage,2024,510,4.0,Esportivo,910049.27,Daniela Montenegro,4.54,2024,4,2024-04,2024Q2
350,773,29,12,2023-03-04,665037.03,6.92,Financiamento,60,190275.72,Concluída,Marcela Pacheco,43,Masculino,São Paulo,SP,1051528.42,Gestor de TI,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Sra. Letícia Brito,4.15,2023,3,2023-03,2023Q1
351,1743,27,11,2024-05-28,496380.3,5.9,Financiamento,48,100120.22,Concluída,Isabelly Barros,37,Masculino,Campinas,SP,622434.14,Investidor,Dodge,Charger SRT Hellcat,2022,707,6.2,Muscle Car,527502.98,Rafaela Freitas,4.67,2024,5,2024-05,2024Q2
352,860,7,11,2024-07-11,2314597.92,0.89,Leasing,36,231459.79,Concluída,Henry Pereira,49,Masculino,Recife,PE,1164519.14,Médico,Lamborghini,Aventador,2025,770,6.5,Superesportivo,2335382.83,Rafaela Freitas,4.67,2024,7,2024-07,2024Q3
353,1285,4,2,2024-03-26,789898.1,7.13,Financiamento,12,236495.64,Concluída,Leandro Rezende,40,Masculino,Belo Horizonte,MG,1269406.99,Delegado,Ferrari,Portofino,2023,600,3.9,Conversível,850541.73,Maya Mendonça,3.07,2024,3,2024-03,2024Q1
354,262,37,3,2024-01-21,612783.56,0.82,À vista,1,612783.56,Concluída,Jade Vargas,38,Masculino,Curitiba,PR,1245443.95,Produtor,Audi,RS5,2025,450,2.9,Esportivo,617849.93,Lucas Gabriel Souza,4.89,2024,1,2024-01,2024Q1
355,898,20,15,2024-01-15,1599181.07,13.83,À vista,1,1599181.07,Concluída,Dr. Cauã Rodrigues,62,Masculino,Vitória,ES,869489.22,Médico,Aston Martin,DBS Superleggera,2025,725,5.2,Superesportivo,1855844.34,Marcela Garcia,4.5,2024,1,2024-01,2024Q1
356,392,14,3,2023-01-24,678047.87,3.02,Financiamento,60,241259.12,Concluída,Sra. Jade Vieira,31,Masculino,Vitória,ES,289326.19,Gestor de TI,Porsche,Taycan,2023,560,0.0,Esportivo Elétrico,699162.58,Lucas Gabriel Souza,4.89,2023,1,2023-01,2023Q1
357,1136,16,4,2023-06-17,1186775.56,0.61,Consórcio,72,0.0,Concluída,Dra. Yasmin Camargo,57,Masculino,Recife,PE,1388774.12,Gestor de TI,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Ana Luiza Caldeira,4.81,2023,6,2023-06,2023Q2
358,958,3,1,2023-06-11,972721.17,1.55,Financiamento,60,303003.61,Concluída,Beatriz Moreira,53,Feminino,Belo Horizonte,MG,588977.1,Delegado,Ferrari,Roma,2022,620,3.9,Gran Turismo,988035.72,Allana Ferreira,3.95,2023,6,2023-06,2023Q2
359,589,35,5,2023-08-22,744008.39,5.76,Consórcio,60,0.0,Concluída,Breno Fogaça,38,Masculino,Recife,PE,962343.29,Investidor,Mercedes-AMG,E63 S,2023,612,4.0,Esportivo,789482.59,Daniela Montenegro,4.54,2023,8,2023-08,2023Q3
360,599,19,8,2023-07-01,1020889.12,9.52,Financiamento,48,253012.01,Concluída,Ana Luiza Guerra,59,Masculino,Rio de Janeiro,RJ,687837.37,Consultor,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Henrique Pereira,3.61,2023,7,2023-07,2023Q3
361,527,34,6,2023-07-17,614212.75,4.41,À vista,1,614212.75,Concluída,Anthony Gabriel Cavalcante,32,Masculino,Manaus,AM,656597.87,Contador,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Sr. Joaquim Almeida,4.76,2023,7,2023-07,2023Q3
362,1650,6,5,2023-11-22,944804.73,11.71,Financiamento,48,225819.99,Concluída,Antony Teixeira,39,Masculino,São Paulo,SP,1644041.0,Agente Esportivo,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Daniela Montenegro,4.54,2023,11,2023-11,2023Q4
363,1879,29,10,2024-12-08,677326.06,5.2,Consórcio,84,0.0,Concluída,Luigi da Conceição,47,Outro,Recife,PE,1879207.63,Diretor de Empresa,BMW,M4 Competition,2024,510,3.0,Esportivo,714478.97,Manuela Barros,4.09,2024,12,2024-12,2024Q4
364,103,15,7,2024-05-09,1402485.89,1.35,Consórcio,60,0.0,Concluída,Davi Miguel Cassiano,42,Masculino,Recife,PE,1679810.2,Juiz,McLaren,720S,2023,720,4.0,Superesportivo,1421678.55,Cecilia Borges,3.35,2024,5,2024-05,2024Q2
365,1540,6,3,2023-09-01,1019498.77,4.73,À vista,1,1019498.77,Concluída,Brenda Leão,39,Masculino,Salvador,BA,760011.77,Investidor,Lamborghini,Huracán,2022,640,5.2,Superesportivo,1070115.22,Lucas Gabriel Souza,4.89,2023,9,2023-09,2023Q3
366,75,15,14,2023-06-02,1313488.81,7.61,À vista,1,1313488.81,Concluída,Camila Marques,36,Feminino,Belo Horizonte,MG,958533.83,Advogado,McLaren,720S,2023,720,4.0,Superesportivo,1421678.55,Valentim Vasconcelos,3.05,2023,6,2023-06,2023Q2
367,259,19,14,2023-11-20,1005318.53,10.9,Consórcio,84,0.0,Concluída,Sra. Alice Duarte,45,Masculino,Manaus,AM,1570181.89,Diretor de Empresa,Aston Martin,DB11,2022,630,5.2,Gran Turismo,1128303.62,Valentim Vasconcelos,3.05,2023,11,2023-11,2023Q4
368,831,30,12,2023-12-23,923899.93,1.07,Financiamento,12,189605.03,Concluída,Sara Dias,46,Masculino,Curitiba,PR,908333.65,Agente Esportivo,BMW,M5 Competition,2024,625,4.4,Esportivo,933892.58,Sra. Letícia Brito,4.15,2023,12,2023-12,2023Q4
369,1612,10,10,2023-02-28,933188.31,2.22,Leasing,48,93318.83,Concluída,Maria Liz Rodrigues,46,Feminino,São José dos Campos,SP,1335376.86,Médico,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Manuela Barros,4.09,2023,2,2023-02,2023Q1
370,605,34,4,2023-12-13,610550.22,4.98,Financiamento,60,240016.45,Concluída,Pedro Lucas Fogaça,45,Masculino,Recife,PE,922125.76,Contador,Mercedes-AMG,C63 S,2023,510,4.0,Esportivo,642549.17,Ana Luiza Caldeira,4.81,2023,12,2023-12,2023Q4
371,1259,10,2,2023-07-04,903793.54,5.3,Financiamento,24,321179.72,Concluída,Sofia Cassiano,41,Masculino,Manaus,AM,1885341.16,Professor Universitário,Porsche,911 Turbo,2023,580,3.8,Superesportivo,954375.44,Maya Mendonça,3.07,2023,7,2023-07,2023Q3
372,257,16,9,2024-11-10,1187014.37,0.59,Leasing,36,118701.44,Concluída,Dr. Raul Casa Grande,44,Masculino,Florianópolis,SC,1402393.06,Gestor de TI,McLaren,GT,2023,620,4.0,Gran Turismo,1194059.32,Miguel Abreu,4.23,2024,11,2024-11,2024Q4
373,1756,26,9,2023-08-21,593024.48,2.5,Consórcio,72,0.0,Concluída,Maria Eduarda Castro,36,Masculino,Belo Horizonte,MG,606185.83,Gestor de TI,Dodge,Challenger SRT Hellcat,2024,717,6.2,Muscle Car,608230.24,Miguel Abreu,4.23,2023,8,2023-08,2023Q3
374,1770,24,15,2024-03-25,437424.96,4.34,Financiamento,48,151733.61,Concluída,Ísis Andrade,32,Feminino,Florianópolis,SC,636519.34,Engenheiro,Ford,Mustang GT,2024,460,5.0,Muscle Car,457270.5,Marcela Garcia,4.5,2024,3,2024-03,2024Q1
