cliente_id,nome,idade,renda_anual,total_compras,valor_total_gasto,cluster,cluster_nome
346,Sr. Henrique Camargo,40,1861358.63,2,5173979.159999999,1,🌟 Alto Valor
347,Sra. Daniela Freitas,39,1075953.23,2,8824458.719999999,2,📈 Em Crescimento
348,Ryan da Conceição,61,414852.67,0,0.0,3,🆕 Novos/Inativos
349,Rebeca Correia,38,1231021.64,1,1022183.74,0,💎 VIP Premium
350,João Nogueira,39,582753.46,2,4963542.719999999,1,🌟 Alto Valor
351,Esther Moura,61,511440.76,0,0.0,0,💎 VIP Premium
352,Ana Lívia Aparecida,64,225596.23,0,0.0,3,🆕 Novos/Inativos
353,Jade Aragão,44,919923.3,1,5065156.32,1,🌟 Alto Valor
354,Srta. Juliana Moura,32,394226.27,0,0.0,0,💎 VIP Premium
355,Vinicius Ribeiro,39,428966.98,1,651521.94,1,🌟 Alto Valor
356,Yan Guerra,37,760933.7,1,864211.61,1,🌟 Alto Valor
357,Yago Cunha,35,469158.16,0,0.0,0,💎 VIP Premium
358,Valentim Carvalho,61,242394.24,0,0.0,0,💎 VIP Premium
359,Arthur Miguel Marques,35,2115912.98,0,0.0,0,💎 VIP Premium
360,Helena Siqueira,46,534566.14,0,0.0,3,🆕 Novos/Inativos
361,Benjamin Vargas,48,1585533.21,0,0.0,3,🆕 Novos/Inativos
362,Clarice Duarte,30,284140.79,0,0.0,3,🆕 Novos/Inativos
363,Clara Cardoso,38,1176951.75,1,1736106.3,1,🌟 Alto Valor
364,Rodrigo Novais,39,951969.28,1,3427069.6500000004,1,🌟 Alto Valor
365,Pedro Duarte,34,151478.43,0,0.0,3,🆕 Novos/Inativos
366,Dr. Diogo Macedo,43,786232.16,1,1190924.12,1,🌟 Alto Valor
367,Luigi Sales,28,216951.93,0,0.0,3,🆕 Novos/Inativos
368,Rafaela Pinto,50,1127867.44,0,0.0,3,🆕 Novos/Inativos
369,Ravi Lucca Rezende,34,295340.12,0,0.0,3,🆕 Novos/Inativos
370,Srta. Luara Mendonça,53,169072.64,0,0.0,0,💎 VIP Premium
371,Eduarda Almeida,30,351133.68,0,0.0,3,🆕 Novos/Inativos
372,Luigi Gonçalves,45,697415.6,0,0.0,0,💎 VIP Premium
373,Luísa Machado,31,690979.6,1,1562263.6,1,🌟 Alto Valor
374,Emanuel Dias,55,613272.67,1,1699415.97,1,🌟 Alto Valor
375,Kamilly Cassiano,49,316676.11,1,1438121.48,1,🌟 Alto Valor
376,Igor Rodrigues,27,414635.51,0,0.0,0,💎 VIP Premium
377,Cecilia Castro,35,846163.75,3,9384923.67,2,📈 Em Crescimento
378,Rebeca Sales,44,326928.34,0,0.0,3,🆕 Novos/Inativos
379,Ana Carolina Moreira,37,983662.75,0,0.0,0,💎 VIP Premium
380,João Vitor Macedo,36,605742.88,0,0.0,0,💎 VIP Premium
381,Milena Borges,31,232108.78,0,0.0,0,💎 VIP Premium
382,Ayla da Cunha,36,816882.57,0,0.0,3,🆕 Novos/Inativos
383,Maria Helena Aparecida,51,1257628.83,0,0.0,3,🆕 Novos/Inativos
384,Fernando Campos,37,465545.87,0,0.0,3,🆕 Novos/Inativos
385,Henrique Pastor,28,162495.15,0,0.0,0,💎 VIP Premium
386,Benicio Cirino,46,1059823.68,1,1724357.37,1,🌟 Alto Valor
387,Oliver Cavalcanti,45,1233856.3,2,2363597.62,1,🌟 Alto Valor
388,Kaique Duarte,52,371059.73,0,0.0,3,🆕 Novos/Inativos
389,Giovanna Sampaio,44,1425639.4,1,1586940.76,1,🌟 Alto Valor
390,Maria Cardoso,45,622405.36,0,0.0,3,🆕 Novos/Inativos
391,Ravi Lucca Pires,49,1514256.4,0,0.0,0,💎 VIP Premium
392,Sra. Jade Vieira,31,289326.19,1,1356095.74,1,🌟 Alto Valor
393,Erick Correia,46,1710235.48,1,1071684.24,1,🌟 Alto Valor
394,Letícia Nunes,31,377679.54,0,0.0,3,🆕 Novos/Inativos
395,Mathias Cirino,65,595677.04,1,1342591.92,1,🌟 Alto Valor
396,Henrique Moura,50,472726.06,0,0.0,0,💎 VIP Premium
397,Dr. Vinicius das Neves,42,1359041.11,0,0.0,0,💎 VIP Premium
398,Caio Farias,31,245622.41,0,0.0,0,💎 VIP Premium
399,Vitor Dias,38,1288027.31,1,1167312.39,1,🌟 Alto Valor
400,Vitor Hugo Ferreira,39,765472.69,0,0.0,3,🆕 Novos/Inativos
401,Arthur Melo,59,1191774.39,1,1697605.9,1,🌟 Alto Valor
402,Lucas Gabriel Costa,34,444746.0,0,0.0,3,🆕 Novos/Inativos
403,Diego Pimenta,39,1051653.37,0,0.0,3,🆕 Novos/Inativos
404,Nicole Cavalcante,33,504559.91,0,0.0,3,🆕 Novos/Inativos
405,Maria Liz Pastor,56,1042697.64,1,2398250.52,1,🌟 Alto Valor
406,Manuela Nogueira,52,1028356.73,2,2120420.19,1,🌟 Alto Valor
407,Pedro Miguel Cavalcanti,33,305081.77,0,0.0,3,🆕 Novos/Inativos
408,Agatha Sá,50,378799.66,0,0.0,3,🆕 Novos/Inativos
409,Liz Lopes,47,1306697.68,2,5890596.36,2,📈 Em Crescimento
410,Dra. Maria Alice Camargo,34,562675.3,1,2025753.66,1,🌟 Alto Valor
411,Erick Melo,40,404995.06,0,0.0,0,💎 VIP Premium
412,Ryan Ribeiro,61,1160486.77,1,2488790.46,1,🌟 Alto Valor
413,Milena Gomes,55,601591.73,1,825167.33,0,💎 VIP Premium
414,Sr. Arthur Miguel Nunes,51,507774.36,0,0.0,3,🆕 Novos/Inativos
415,Vicente Pimenta,30,219781.84,0,0.0,0,💎 VIP Premium
416,Mirella Moraes,49,1633978.63,0,0.0,0,💎 VIP Premium
417,Bento Pires,40,989628.3,0,0.0,3,🆕 Novos/Inativos
418,João Lucas da Cunha,39,1484831.52,1,578431.1,1,🌟 Alto Valor
419,Isaac Mendonça,51,563767.34,0,0.0,3,🆕 Novos/Inativos
420,Dra. Eloah Costela,34,372785.24,0,0.0,0,💎 VIP Premium
421,Maria Julia Melo,40,403879.69,0,0.0,3,🆕 Novos/Inativos
422,Júlia Farias,34,145795.34,0,0.0,0,💎 VIP Premium
423,Emilly Dias,58,439657.73,1,1448103.51,1,🌟 Alto Valor
424,Gael Andrade,32,333892.4,0,0.0,3,🆕 Novos/Inativos
425,Ester Camargo,49,1466779.49,1,1207031.25,1,🌟 Alto Valor
426,Mateus Gomes,27,296272.36,0,0.0,3,🆕 Novos/Inativos
427,Vitor Hugo Vargas,46,588182.83,0,0.0,0,💎 VIP Premium
428,Allana Monteiro,62,707684.17,0,0.0,0,💎 VIP Premium
429,Maya Guerra,36,407566.82,0,0.0,3,🆕 Novos/Inativos
430,Caleb Fonseca,47,948342.97,0,0.0,0,💎 VIP Premium
431,Maria Alice Mendonça,51,1206293.73,0,0.0,3,🆕 Novos/Inativos
432,Vitor Hugo Ramos,43,1237450.56,1,4111543.02,1,🌟 Alto Valor
433,Zoe Cassiano,42,1782984.11,0,0.0,3,🆕 Novos/Inativos
434,Benicio das Neves,47,836400.61,0,0.0,0,💎 VIP Premium
435,Maitê Sousa,29,207007.0,0,0.0,0,💎 VIP Premium
436,Sr. Dante da Mota,29,501142.01,0,0.0,3,🆕 Novos/Inativos
437,Maria Flor Vasconcelos,37,759992.72,1,689972.34,1,🌟 Alto Valor
438,Diego Porto,44,1647404.15,2,2637829.5,1,🌟 Alto Valor
439,Dr. André Novais,42,553384.78,1,926608.22,1,🌟 Alto Valor
440,Gael Camargo,36,448717.83,0,0.0,3,🆕 Novos/Inativos
441,Mirella Aparecida,38,804622.36,0,0.0,0,💎 VIP Premium
442,Lunna Leão,60,453712.99,0,0.0,3,🆕 Novos/Inativos
444,Lucas Gabriel Cardoso,37,331206.06,0,0.0,3,🆕 Novos/Inativos
445,Eduarda Vieira,50,752635.73,0,0.0,0,💎 VIP Premium
446,Srta. Isadora Duarte,28,610683.54,0,0.0,0,💎 VIP Premium
447,Vitória Gonçalves,35,1450813.36,2,6884971.239999998,2,📈 Em Crescimento
448,Isaque Ramos,39,849596.26,1,596348.75,1,🌟 Alto Valor
449,Sra. Ester Vieira,34,226786.17,0,0.0,0,💎 VIP Premium
450,Bruno Pinto,46,1489204.75,2,2367957.77,1,🌟 Alto Valor
451,Ana Lívia Novais,51,982163.54,0,0.0,3,🆕 Novos/Inativos
452,Mariana da Mota,52,980889.19,1,2547764.54,1,🌟 Alto Valor
453,Maria Eduarda Rocha,36,1181140.09,2,11588438.459999997,2,📈 Em Crescimento
454,Srta. Sara Cassiano,52,713664.37,0,0.0,0,💎 VIP Premium
455,Gabriel Azevedo,41,1072509.41,1,1758341.32,1,🌟 Alto Valor
456,Natália da Rosa,38,1860498.98,1,2768476.08,1,🌟 Alto Valor
457,Enrico Silva,26,356828.16,1,1391519.24,1,🌟 Alto Valor
458,Gustavo Novais,27,256184.08,0,0.0,3,🆕 Novos/Inativos
459,Sara Vargas,31,288022.03,0,0.0,0,💎 VIP Premium
460,Melina Fernandes,44,387879.22,0,0.0,3,🆕 Novos/Inativos
461,Sr. Luan Araújo,45,649085.26,0,0.0,0,💎 VIP Premium
462,Luiza Pereira,30,245294.54,0,0.0,3,🆕 Novos/Inativos
463,Pietro Novais,45,755037.9,1,2819755.14,1,🌟 Alto Valor
464,Diego Costela,51,594501.94,1,1289115.96,1,🌟 Alto Valor
465,Nicole Santos,37,584875.47,0,0.0,3,🆕 Novos/Inativos
466,Sra. Heloisa Alves,35,1080812.41,0,0.0,3,🆕 Novos/Inativos
467,Thales Azevedo,56,1153205.51,0,0.0,0,💎 VIP Premium
469,Ana Vitória Moraes,33,387601.09,0,0.0,3,🆕 Novos/Inativos
470,Vitor Pacheco,54,523564.52,1,2016336.3599999999,1,🌟 Alto Valor
471,Hellena Correia,46,683386.64,1,799937.86,1,🌟 Alto Valor
472,Stephany Teixeira,33,235915.37,0,0.0,0,💎 VIP Premium
473,Otávio Sales,33,314982.32,1,521911.45,3,🆕 Novos/Inativos
474,José Aparecida,32,605006.34,1,577406.91,3,🆕 Novos/Inativos
475,João Lucas Pacheco,31,233650.83,0,0.0,3,🆕 Novos/Inativos
476,Helena Silva,42,540752.03,0,0.0,0,💎 VIP Premium
477,Bianca Cirino,48,614197.73,0,0.0,0,💎 VIP Premium
478,Maria Cecília Santos,36,553872.35,3,9415689.76,2,📈 Em Crescimento
479,Lavínia Lima,32,151522.83,0,0.0,3,🆕 Novos/Inativos
480,Diego Gonçalves,48,1063996.54,0,0.0,0,💎 VIP Premium
481,Otávio Silveira,42,469993.85,0,0.0,3,🆕 Novos/Inativos
482,Sophia da Mota,44,1355690.66,2,12449479.32,2,📈 Em Crescimento
483,Amanda Cavalcanti,42,1419852.76,2,8243260.620000001,2,📈 Em Crescimento
484,Juan Ribeiro,39,586328.43,0,0.0,0,💎 VIP Premium
485,Luara Garcia,44,1139029.67,1,846522.92,1,🌟 Alto Valor
486,Brenda Nunes,41,940547.15,0,0.0,0,💎 VIP Premium
487,Thales Pastor,41,699863.75,1,1819596.3,0,💎 VIP Premium
488,Dra. Amanda Teixeira,58,882012.95,0,0.0,0,💎 VIP Premium
489,Benício das Neves,31,543917.59,0,0.0,3,🆕 Novos/Inativos
490,Ravy Pastor,28,498496.78,0,0.0,0,💎 VIP Premium
491,Maitê Cavalcante,46,1942722.26,2,8825377.68,2,📈 Em Crescimento
492,Caleb Silva,61,361431.78,0,0.0,3,🆕 Novos/Inativos
493,Letícia Lopes,47,739119.93,1,1212202.86,1,🌟 Alto Valor
494,Sara Cunha,46,1368744.65,3,10840628.08,2,📈 Em Crescimento
495,Isaque Cassiano,37,1234630.08,0,0.0,3,🆕 Novos/Inativos
496,Danilo Cassiano,41,1116046.31,1,789324.69,1,🌟 Alto Valor
497,Arthur da Luz,37,1278679.47,1,5095147.8,1,🌟 Alto Valor
498,Sr. Miguel Silveira,60,1272653.34,3,15216140.720000003,2,📈 Em Crescimento
499,Camila Vargas,61,311099.27,1,1040681.94,1,🌟 Alto Valor
500,Jade Pastor,45,1006281.18,0,0.0,3,🆕 Novos/Inativos
501,Maria Eduarda das Neves,57,437724.22,0,0.0,3,🆕 Novos/Inativos
502,Pedro Miguel Gomes,28,387019.06,1,1348942.82,1,🌟 Alto Valor
503,Bruno Vasconcelos,57,428695.72,1,931392.2,0,💎 VIP Premium
504,Lunna Marques,39,621509.56,0,0.0,3,🆕 Novos/Inativos
505,Daniel Castro,40,540286.63,0,0.0,0,💎 VIP Premium
506,Lunna da Paz,45,1084495.34,1,2522751.5999999996,1,🌟 Alto Valor
507,Heloísa Borges,47,790640.54,0,0.0,3,🆕 Novos/Inativos
508,Sr. Dante Albuquerque,37,673248.1,0,0.0,3,🆕 Novos/Inativos
509,Pedro Costela,48,1732145.9,2,12364594.520000001,2,📈 Em Crescimento
510,Milena da Cruz,37,1409659.09,1,1415281.0,1,🌟 Alto Valor
511,Bento Aragão,47,1531099.19,1,961161.15,1,🌟 Alto Valor
512,Maria Eduarda Cardoso,42,1495325.7,3,7623955.830000001,2,📈 Em Crescimento
513,Cecília da Luz,55,335943.82,0,0.0,3,🆕 Novos/Inativos
514,Dr. Enzo Dias,39,1507425.36,4,15482829.72,2,📈 Em Crescimento
515,Enrico Santos,41,404544.13,0,0.0,3,🆕 Novos/Inativos
516,Luiz Fernando Borges,46,790704.12,0,0.0,3,🆕 Novos/Inativos
517,Oliver Barbosa,34,398771.7,0,0.0,0,💎 VIP Premium
518,Arthur Barros,38,454725.92,0,0.0,3,🆕 Novos/Inativos
519,Dra. Caroline Cunha,41,671316.77,0,0.0,3,🆕 Novos/Inativos
520,Murilo Borges,41,423673.96,0,0.0,3,🆕 Novos/Inativos
521,Luiz Henrique Rios,34,319398.07,0,0.0,3,🆕 Novos/Inativos
522,Maria Eduarda Pimenta,36,1121810.47,1,1779065.36,1,🌟 Alto Valor
523,Valentina Barros,40,462109.92,1,617776.92,0,💎 VIP Premium
524,Yuri Barbosa,53,572555.69,0,0.0,3,🆕 Novos/Inativos
525,Theodoro Almeida,32,377666.78,0,0.0,3,🆕 Novos/Inativos
526,Milena Pinto,45,303345.3,1,433583.89,3,🆕 Novos/Inativos
527,Anthony Gabriel Cavalcante,32,656597.87,3,6716748.15,2,📈 Em Crescimento
528,Davi Lucas Carvalho,49,1641426.26,1,679190.0,1,🌟 Alto Valor
529,Kevin Vargas,34,380883.91,1,1008163.7,3,🆕 Novos/Inativos
530,Isabelly Costa,40,729781.95,0,0.0,3,🆕 Novos/Inativos
531,Maria Liz Mendonça,41,1242861.03,1,635259.12,1,🌟 Alto Valor
532,Bruna Monteiro,45,438549.06,0,0.0,3,🆕 Novos/Inativos
533,Maitê Pereira,38,1167310.84,3,9288343.86,2,📈 Em Crescimento
534,Rafaela Cardoso,34,461406.98,0,0.0,3,🆕 Novos/Inativos
535,Luiz Henrique da Luz,31,377938.65,0,0.0,0,💎 VIP Premium
536,Joana Fernandes,32,504987.7,0,0.0,0,💎 VIP Premium
537,Bella Novais,30,299659.66,0,0.0,3,🆕 Novos/Inativos
538,Luiz Otávio Farias,42,960784.61,1,1880817.27,1,🌟 Alto Valor
539,Marcelo Silva,58,1098251.08,2,1877102.58,1,🌟 Alto Valor
540,Stella Vieira,35,1022656.87,1,1765093.55,1,🌟 Alto Valor
541,Ana Carolina Ribeiro,51,1084460.89,0,0.0,3,🆕 Novos/Inativos
542,Vinícius Pimenta,44,298432.12,0,0.0,0,💎 VIP Premium
543,Arthur Miguel Nascimento,42,1205625.09,1,686018.32,1,🌟 Alto Valor
544,Arthur Vieira,27,636354.65,0,0.0,0,💎 VIP Premium
545,Letícia Oliveira,46,353499.38,1,957239.92,3,🆕 Novos/Inativos
546,Cecilia Silva,35,1942882.01,2,3550663.6,1,🌟 Alto Valor
547,Sra. Maria Sophia Barros,35,1102730.37,0,0.0,3,🆕 Novos/Inativos
548,Maria Laura da Luz,44,1649427.24,3,6464270.97,2,📈 Em Crescimento
549,Dra. Vitória Campos,49,995311.89,1,3077318.74,1,🌟 Alto Valor
550,Lavínia Aparecida,37,1277928.64,2,3129193.75,1,🌟 Alto Valor
551,Leandro da Paz,44,970672.6,3,9117578.07,2,📈 Em Crescimento
552,Rael Fernandes,52,316971.85,0,0.0,3,🆕 Novos/Inativos
553,Maria Luísa Gomes,49,338687.69,1,3846255.4199999995,1,🌟 Alto Valor
554,Camila Ramos,38,1064638.33,3,6562998.45,2,📈 Em Crescimento
555,Antony da Mota,30,634642.58,0,0.0,0,💎 VIP Premium
556,Luigi Lopes,30,279519.57,0,0.0,3,🆕 Novos/Inativos
557,Fernando da Cunha,49,492201.84,0,0.0,3,🆕 Novos/Inativos
558,Liam Casa Grande,59,613257.11,1,5395275.24,1,🌟 Alto Valor
559,Maria Isis Camargo,40,635442.9,0,0.0,3,🆕 Novos/Inativos
560,Beatriz da Cruz,32,322993.55,0,0.0,3,🆕 Novos/Inativos
561,Mariana Novais,34,317715.96,1,359996.7,0,💎 VIP Premium
562,Mateus Ferreira,40,1066041.27,0,0.0,3,🆕 Novos/Inativos
563,Dra. Lara Lopes,33,271919.29,0,0.0,0,💎 VIP Premium
564,Luísa Almeida,47,1033895.65,0,0.0,0,💎 VIP Premium
565,Ana Vitória Nascimento,35,781336.17,0,0.0,0,💎 VIP Premium
566,Maria Eduarda Correia,49,1896543.76,0,0.0,3,🆕 Novos/Inativos
567,Maria Cecília Andrade,59,615033.36,0,0.0,3,🆕 Novos/Inativos
568,Erick Azevedo,52,739587.01,1,564985.07,0,💎 VIP Premium
569,Rafael Abreu,31,234654.97,0,0.0,3,🆕 Novos/Inativos
570,Sr. Henry Gabriel Aragão,33,400410.32,0,0.0,3,🆕 Novos/Inativos
571,Josué Costa,47,693009.98,1,1753892.73,1,🌟 Alto Valor
572,Renan da Costa,38,1330777.83,1,944759.76,1,🌟 Alto Valor
573,Arthur Gabriel Garcia,38,1161572.81,0,0.0,3,🆕 Novos/Inativos
574,Mateus Guerra,39,1368257.74,0,0.0,0,💎 VIP Premium
575,Beatriz Fernandes,56,307254.3,1,719063.28,3,🆕 Novos/Inativos
576,Davi Lucas Porto,38,939744.96,3,11397258.749999996,2,📈 Em Crescimento
577,Pedro Henrique Moraes,51,788415.16,0,0.0,3,🆕 Novos/Inativos
578,Clara Araújo,46,328069.45,0,0.0,0,💎 VIP Premium
579,Dra. Nina Peixoto,38,560188.98,2,3067091.52,1,🌟 Alto Valor
580,Srta. Nina Pinto,29,570354.2,0,0.0,3,🆕 Novos/Inativos
581,Sr. Danilo Casa Grande,64,919899.5,0,0.0,3,🆕 Novos/Inativos
582,Sr. Felipe Costa,26,184187.72,0,0.0,3,🆕 Novos/Inativos
583,Dr. Enzo Gabriel Moura,49,507107.56,0,0.0,3,🆕 Novos/Inativos
584,Isabelly Aparecida,40,1197169.55,4,7525882.74,2,📈 Em Crescimento
585,Srta. Olivia Vieira,36,846810.99,1,2506013.94,1,🌟 Alto Valor
586,Sra. Sabrina Melo,47,968716.78,1,2128291.34,1,🌟 Alto Valor
587,Eduarda Freitas,56,691205.51,1,1867782.72,1,🌟 Alto Valor
588,Maitê Lima,43,418759.51,0,0.0,3,🆕 Novos/Inativos
589,Breno Fogaça,38,962343.29,4,23563827.720000003,2,📈 Em Crescimento
590,Gabriela Farias,39,1156228.85,0,0.0,0,💎 VIP Premium
591,Dr. Nathan Pacheco,44,959886.14,1,841950.01,1,🌟 Alto Valor
592,Nicole Fernandes,37,791232.71,1,983542.27,1,🌟 Alto Valor
593,Leandro Sousa,46,353110.63,0,0.0,3,🆕 Novos/Inativos
594,Ana Beatriz Carvalho,57,383718.48,1,2640462.78,1,🌟 Alto Valor
595,Maria Isis Correia,58,859844.78,0,0.0,3,🆕 Novos/Inativos
596,Amanda Cirino,45,1400393.95,4,9725378.26,2,📈 Em Crescimento
597,Enzo Gabriel Duarte,53,349153.13,0,0.0,3,🆕 Novos/Inativos
598,Pedro Santos,56,228508.64,0,0.0,3,🆕 Novos/Inativos
599,Ana Luiza Guerra,59,687837.37,1,1020889.12,1,🌟 Alto Valor
600,Dra. Letícia Gonçalves,35,1397311.39,2,1933914.3399999999,1,🌟 Alto Valor
601,Srta. Isabella Castro,30,329733.46,0,0.0,3,🆕 Novos/Inativos
602,Dr. Rael Cavalcante,40,1073630.61,1,1379658.9,1,🌟 Alto Valor
603,José Camargo,31,615690.58,1,583188.55,0,💎 VIP Premium
604,Lara Castro,54,1045924.82,1,1791553.58,1,🌟 Alto Valor
605,Pedro Lucas Fogaça,45,922125.76,1,1221100.44,1,🌟 Alto Valor
606,André Aragão,47,585017.5,0,0.0,3,🆕 Novos/Inativos
607,Benício Câmara,36,1220603.63,1,856282.92,1,🌟 Alto Valor
608,Giovanna Nogueira,35,419605.58,1,377317.05,3,🆕 Novos/Inativos
609,Hadassa Marques,43,1774123.66,2,4302708.12,1,🌟 Alto Valor
610,Bella Silva,44,1127677.15,1,1200881.64,1,🌟 Alto Valor
611,Pietro Garcia,44,681649.94,0,0.0,3,🆕 Novos/Inativos
612,Anna Liz Araújo,46,946349.62,2,1598341.9,1,🌟 Alto Valor
613,João Lucas Dias,44,1237415.11,1,1193712.66,1,🌟 Alto Valor
614,Isadora Rodrigues,32,289429.49,0,0.0,0,💎 VIP Premium
615,Davi Lucas Borges,53,784886.53,0,0.0,0,💎 VIP Premium
616,Emanuelly Pereira,35,1197896.16,1,1352552.16,1,🌟 Alto Valor
617,Maysa Lima,35,525321.91,1,970002.62,1,🌟 Alto Valor
618,Srta. Jade Garcia,29,341615.75,0,0.0,3,🆕 Novos/Inativos
619,Gabriel Abreu,45,830098.57,0,0.0,0,💎 VIP Premium
620,Ana Carolina Campos,36,1442277.19,0,0.0,3,🆕 Novos/Inativos
621,Srta. Isabelly Mendes,40,1163824.44,5,26388253.84000001,2,📈 Em Crescimento
622,Elisa Albuquerque,29,478950.27,0,0.0,3,🆕 Novos/Inativos
623,Kevin Montenegro,49,595831.15,0,0.0,3,🆕 Novos/Inativos
624,Sra. Alana Cavalcante,41,498062.85,0,0.0,3,🆕 Novos/Inativos
625,Srta. Fernanda Mendonça,35,925939.13,1,793300.27,1,🌟 Alto Valor
626,Maysa Pires,44,1060360.22,1,577380.76,1,🌟 Alto Valor
627,Rhavi Mendonça,44,1174168.9,1,787431.53,1,🌟 Alto Valor
628,Juliana Mendonça,48,756204.07,0,0.0,3,🆕 Novos/Inativos
629,Ana Laura Fogaça,53,378589.03,0,0.0,0,💎 VIP Premium
630,Olívia Moraes,54,708677.24,0,0.0,0,💎 VIP Premium
631,Anna Liz Ferreira,27,172508.83,0,0.0,3,🆕 Novos/Inativos
632,Davi Lucas Monteiro,37,941567.82,0,0.0,0,💎 VIP Premium
633,Aurora Caldeira,36,835939.42,0,0.0,3,🆕 Novos/Inativos
634,Rebeca Borges,53,1216577.59,0,0.0,3,🆕 Novos/Inativos
635,Caio Camargo,40,869481.1,0,0.0,0,💎 VIP Premium
636,Vitor Gabriel Correia,44,1486429.03,2,11942917.049999999,2,📈 Em Crescimento
637,Luara Casa Grande,34,162588.38,0,0.0,0,💎 VIP Premium
638,Srta. Kamilly Santos,38,1127821.11,1,671896.02,1,🌟 Alto Valor
639,Maria Júlia da Rosa,37,1279263.57,1,1937217.66,1,🌟 Alto Valor
640,Gael Sampaio,41,1689555.53,1,1089269.42,1,🌟 Alto Valor
641,Sra. Lavínia Casa Grande,44,657310.09,1,429742.82,3,🆕 Novos/Inativos
642,Luiz Henrique Melo,33,235433.64,0,0.0,3,🆕 Novos/Inativos
643,Rebeca da Rosa,48,614832.07,1,2000893.7399999998,1,🌟 Alto Valor
644,Davi Mendonça,35,1152051.06,2,2491192.88,1,🌟 Alto Valor
645,Maya da Rosa,29,203236.89,0,0.0,0,💎 VIP Premium
646,Valentim Pacheco,33,304948.48,0,0.0,3,🆕 Novos/Inativos
647,Davi Lucas Oliveira,36,881989.49,1,902131.84,1,🌟 Alto Valor
648,Agatha da Cruz,37,1036171.79,0,0.0,3,🆕 Novos/Inativos
649,Sophia Costela,47,822765.12,0,0.0,3,🆕 Novos/Inativos
650,Maria Alice da Mota,36,952504.17,1,1324641.7,1,🌟 Alto Valor
651,Srta. Zoe Costela,38,783787.6,1,1090330.08,1,🌟 Alto Valor
652,Maria Helena Alves,55,1081721.08,0,0.0,3,🆕 Novos/Inativos
653,Diogo Câmara,38,1112947.14,1,2679367.05,1,🌟 Alto Valor
654,Marcela Sampaio,31,222383.03,0,0.0,0,💎 VIP Premium
655,Carolina da Luz,42,1608332.84,4,15335972.579999998,2,📈 Em Crescimento
656,Mariah Santos,54,166121.64,0,0.0,3,🆕 Novos/Inativos
657,Nicolas Vargas,36,633589.08,0,0.0,0,💎 VIP Premium
658,Otávio Rocha,60,363832.04,0,0.0,0,💎 VIP Premium
659,Sra. Isabelly Sousa,46,1213794.68,0,0.0,3,🆕 Novos/Inativos
660,Sabrina Garcia,50,380428.79,0,0.0,3,🆕 Novos/Inativos
661,Matteo Cunha,32,185798.85,1,1722427.44,3,🆕 Novos/Inativos
662,André Ferreira,44,1881879.54,2,5038142.82,1,🌟 Alto Valor
663,Ryan Abreu,53,748099.53,1,3330413.79,1,🌟 Alto Valor
664,Maysa Castro,37,1696177.47,2,2346571.87,1,🌟 Alto Valor
665,Luísa Andrade,29,412413.7,0,0.0,3,🆕 Novos/Inativos
666,Maria Julia Cardoso,43,449448.01,0,0.0,0,💎 VIP Premium
667,Srta. Maya Mendes,56,693959.04,1,493508.7,0,💎 VIP Premium
668,Srta. Mariane Costa,33,327369.88,1,1907094.76,1,🌟 Alto Valor
669,Ana Carolina da Mota,29,266368.83,1,603803.46,3,🆕 Novos/Inativos
670,Dra. Isabel Câmara,45,340872.5,0,0.0,0,💎 VIP Premium
671,Liam Aragão,30,206664.01,0,0.0,0,💎 VIP Premium
672,Samuel Fonseca,28,246396.18,0,0.0,0,💎 VIP Premium
673,Sr. João Guilherme Costela,55,301492.13,0,0.0,3,🆕 Novos/Inativos
674,Yago Pinto,46,797374.84,0,0.0,0,💎 VIP Premium
675,Dr. Dante Lopes,55,788755.05,0,0.0,0,💎 VIP Premium
676,Gabriel Sousa,43,994164.0,2,5646717.569999999,1,🌟 Alto Valor
677,Júlia Costela,57,337148.17,1,1788278.6099999999,1,🌟 Alto Valor
678,Juan Santos,44,1115293.51,2,2173260.75,1,🌟 Alto Valor
679,Isadora Costela,39,778629.86,1,964473.93,1,🌟 Alto Valor
680,Laís Duarte,51,555025.17,2,4248293.199999999,1,🌟 Alto Valor
681,Jade Pires,39,1402125.22,2,2130824.46,1,🌟 Alto Valor
682,Rhavi Borges,28,129675.08,0,0.0,0,💎 VIP Premium
683,Matteo Rodrigues,47,1157623.14,0,0.0,3,🆕 Novos/Inativos
684,Marcos Vinicius Gomes,41,1415689.46,0,0.0,0,💎 VIP Premium
685,Vitor Hugo Sousa,41,403309.93,0,0.0,3,🆕 Novos/Inativos
686,Yago Sales,32,420924.98,0,0.0,0,💎 VIP Premium
687,Ian Lima,33,403226.1,0,0.0,3,🆕 Novos/Inativos
688,Luiz Henrique Barbosa,36,525881.65,0,0.0,0,💎 VIP Premium
689,Mariana Cassiano,34,454543.53,0,0.0,3,🆕 Novos/Inativos
690,Melissa Silveira,43,1427203.06,1,1404850.9,1,🌟 Alto Valor
691,Dr. Otávio Mendes,25,609994.2,1,869080.43,1,🌟 Alto Valor
692,Yasmin Nascimento,45,1127103.35,2,4184996.96,1,🌟 Alto Valor
693,Luiz Miguel Novais,51,698642.59,3,4263046.16,1,🌟 Alto Valor
694,Henry Gabriel Araújo,49,1699094.17,1,1071787.65,1,🌟 Alto Valor
695,Eduarda Alves,54,305835.16,0,0.0,0,💎 VIP Premium
